latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
20.525,-97.48,306.2,1.5,1.2,2019-10-05,0830,A,67,6.0NRT,291.1,10.3,N
20.522,-97.466,305.6,1.5,1.2,2019-10-05,0830,A,65,6.0NRT,291.6,9.6,N
20.514,-97.482,315.9,1.5,1.2,2019-10-05,0830,A,92,6.0NRT,291.1,22.1,N
20.512,-97.469,318.4,1.5,1.2,2019-10-05,0830,A,97,6.0NRT,291.5,26,N
11.813,-64.591,311,1.2,1.1,2019-10-05,1440,T,45,6.0NRT,297.5,7.7,D
11.811,-64.58,312.1,1.2,1.1,2019-10-05,1440,T,52,6.0NRT,297.9,9.2,D
10.305,-61.437,317.5,1,1,2019-10-05,1445,T,51,6.0NRT,298.6,9.8,D
11.296,-69.013,319.9,2.4,1.5,2019-10-05,1445,T,63,6.0NRT,295.7,34.5,D
10.366,-64.458,313.9,1.1,1.1,2019-10-05,1445,T,60,6.0NRT,299.1,9.4,D
10.321,-64.45,310.2,1.1,1.1,2019-10-05,1445,T,34,6.0NRT,297.6,6.7,D
10.161,-64.966,311.1,1.2,1.1,2019-10-05,1445,T,46,6.0NRT,298.3,7.8,D
10.145,-64.924,312,1.2,1.1,2019-10-05,1445,T,52,6.0NRT,298.6,8.4,D
9.059,-62.044,320.6,1,1,2019-10-05,1445,T,29,6.0NRT,299.3,11.6,D
8.93,-62.735,324.5,1,1,2019-10-05,1445,T,67,6.0NRT,303.4,11.7,D
8.651,-62.776,324,1,1,2019-10-05,1445,T,62,6.0NRT,301.9,11.2,D
8.688,-63.157,324.1,1,1,2019-10-05,1445,T,64,6.0NRT,296.8,12.3,D
8.471,-66.389,319.2,1.4,1.2,2019-10-05,1445,T,69,6.0NRT,294.7,11.2,D
7.507,-65.359,320.6,1.2,1.1,2019-10-05,1445,T,54,6.0NRT,297.3,10.2,D
32.122,-81.659,317.2,1,1,2019-10-05,1615,T,69,6.0NRT,298.2,9.6,D
31.361,-84.187,320.7,1.1,1,2019-10-05,1615,T,61,6.0NRT,302.3,12.1,D
31.152,-87.991,314.5,1.7,1.3,2019-10-05,1615,T,54,6.0NRT,298.2,15.2,D
30.935,-86.707,317.7,1.4,1.2,2019-10-05,1615,T,66,6.0NRT,299.5,14.6,D
30.937,-88.013,311,1.7,1.3,2019-10-05,1615,T,50,6.0NRT,296.5,10.7,D
30.956,-93.011,315,3.8,1.8,2019-10-05,1615,T,67,6.0NRT,291.7,63.9,D
30.953,-92.971,323.3,3.8,1.8,2019-10-05,1615,T,78,6.0NRT,292,116.7,D
30.949,-93.019,308.2,3.8,1.8,2019-10-05,1615,T,40,6.0NRT,291.5,28.9,D
30.947,-92.979,328.5,3.8,1.8,2019-10-05,1615,T,83,6.0NRT,291.8,158.3,D
27.413,-82.084,318.2,1,1,2019-10-05,1615,T,54,6.0NRT,302.6,9.3,D
27.185,-81.112,312.5,1.1,1,2019-10-05,1615,T,18,6.0NRT,295.4,5.2,D
26.843,-81.507,314,1.1,1,2019-10-05,1615,T,30,6.0NRT,295.1,6.6,D
26.529,-80.822,308.9,1.1,1.1,2019-10-05,1615,T,0,6.0NRT,290.9,7.2,D
19.149,-88.439,313.3,1.3,1.1,2019-10-05,1620,T,47,6.0NRT,289.3,9.4,D
13.638,-88.779,315.8,1.2,1.1,2019-10-05,1620,T,50,6.0NRT,298.2,8,D
13.298,-87.192,317.3,1,1,2019-10-05,1620,T,30,6.0NRT,299,6.2,D
12.197,-86.092,317.8,1,1,2019-10-05,1620,T,69,6.0NRT,298.2,8.5,D
11.987,-86.165,318.1,1,1,2019-10-05,1620,T,72,6.0NRT,295.3,9.9,D
11.757,-86.05,316,1,1,2019-10-05,1620,T,68,6.0NRT,297.6,7.8,D
10.658,-85.543,316.5,1.1,1,2019-10-05,1620,T,60,6.0NRT,291.8,8.7,D
32.859,-94.424,321.1,4.2,1.9,2019-10-05,1755,T,72,6.0NRT,292,119.4,D
32.872,-94.426,319.9,4.2,1.9,2019-10-05,1755,T,69,6.0NRT,292.3,109.9,D
32.156,-101.929,324.7,1.4,1.2,2019-10-05,1755,T,69,6.0NRT,305,12.8,D
31.27,-99.438,323.4,2.1,1.4,2019-10-05,1755,T,53,6.0NRT,298.3,29.8,D
33,-110.773,325.1,1.4,1.2,2019-10-05,1755,T,64,6.0NRT,310.6,15.8,D
28.697,-112.922,312.2,1.7,1.3,2019-10-05,1755,T,53,6.0NRT,302.1,16.1,D
26.359,-99.584,319.7,2.7,1.6,2019-10-05,1755,T,62,6.0NRT,294.3,35.3,D
26.356,-99.591,319.2,2.7,1.6,2019-10-05,1755,T,55,6.0NRT,295.8,33,D
27.075,-110.003,312.1,1.1,1,2019-10-05,1755,T,45,6.0NRT,299.9,7.4,D
26.385,-108.67,320.3,1,1,2019-10-05,1755,T,51,6.0NRT,302.4,7.9,D
25.262,-110.724,311.7,1.1,1.1,2019-10-05,1755,T,50,6.0NRT,300.8,8,D
18.548,-101.303,313.9,3,1.7,2019-10-05,1800,T,48,6.0NRT,293.9,33,D
18.48,-101.348,312.6,3,1.7,2019-10-05,1800,T,38,6.0NRT,293.3,31.3,D
7.374,-61.652,321.6,1.1,1.1,2019-10-05,1745,A,64,6.0NRT,301.3,10.7,D
7.48,-63.322,322.3,1,1,2019-10-05,1745,A,72,6.0NRT,302.8,8.3,D
7.327,-66.2,319.1,1.2,1.1,2019-10-05,1745,A,68,6.0NRT,298.9,10.7,D
7.326,-66.211,318.7,1.2,1.1,2019-10-05,1745,A,67,6.0NRT,298.4,10.3,D
7.5,-65.357,325,1.1,1,2019-10-05,1745,A,51,6.0NRT,303.5,12.6,D
7.498,-65.367,327.6,1.1,1,2019-10-05,1745,A,57,6.0NRT,303.5,16.8,D
7.76,-64.706,326.5,1,1,2019-10-05,1745,A,66,6.0NRT,301.9,11.6,D
8.08,-63.828,326,1,1,2019-10-05,1745,A,69,6.0NRT,301.4,12.8,D
8.078,-63.837,325.2,1,1,2019-10-05,1745,A,54,6.0NRT,301.8,11.4,D
7.976,-65.751,320.2,1.1,1,2019-10-05,1745,A,67,6.0NRT,301.2,6.4,D
7.975,-65.76,324.2,1.1,1,2019-10-05,1745,A,74,6.0NRT,303.5,10.9,D
8.271,-63.84,341.9,1,1,2019-10-05,1745,A,83,6.0NRT,305.4,34.5,D
8.27,-63.849,339,1,1,2019-10-05,1745,A,79,6.0NRT,304.5,29.7,D
8.418,-63.718,323.8,1,1,2019-10-05,1745,A,59,6.0NRT,300.5,7.6,D
8.417,-63.727,337.9,1,1,2019-10-05,1745,A,87,6.0NRT,301.2,26,D
8.415,-63.736,326.3,1,1,2019-10-05,1745,A,70,6.0NRT,300.9,9.9,D
8.552,-64.135,323.7,1,1,2019-10-05,1745,A,61,6.0NRT,304,9.1,D
8.522,-66.098,318.4,1.1,1.1,2019-10-05,1745,A,38,6.0NRT,297.1,10.1,D
8.531,-66.099,318,1.1,1.1,2019-10-05,1745,A,31,6.0NRT,298,9.6,D
9.226,-64.057,326.6,1,1,2019-10-05,1745,A,75,6.0NRT,305.2,11.9,D
9.274,-64.046,320.6,1,1,2019-10-05,1745,A,59,6.0NRT,299.9,8.5,D
9.203,-65.364,315.2,1,1,2019-10-05,1745,A,62,6.0NRT,299.9,8.3,D
9.347,-65.325,319.1,1,1,2019-10-05,1745,A,36,6.0NRT,301.2,9,D
9.618,-63.697,323.5,1,1,2019-10-05,1745,A,39,6.0NRT,296.4,11.7,D
9.456,-64.833,316.1,1,1,2019-10-05,1745,A,57,6.0NRT,299.4,6.8,D
9.65,-63.534,329.3,1,1,2019-10-05,1745,A,81,6.0NRT,300.6,18.7,D
9.648,-63.617,333.8,1,1,2019-10-05,1745,A,82,6.0NRT,300.5,24.8,D
9.646,-63.626,352.7,1,1,2019-10-05,1745,A,84,6.0NRT,298.1,59.7,D
9.697,-63.531,321.3,1,1,2019-10-05,1745,A,67,6.0NRT,299.5,9.8,D
9.733,-63.467,321.1,1,1,2019-10-05,1745,A,35,6.0NRT,300.1,10.7,D
9.731,-63.476,331.3,1,1,2019-10-05,1745,A,78,6.0NRT,298.1,23,D
9.317,-66.449,322.1,1.1,1.1,2019-10-05,1745,A,76,6.0NRT,293.1,16.2,D
9.316,-66.46,328.9,1.1,1.1,2019-10-05,1745,A,82,6.0NRT,296.8,25.4,D
9.852,-63.34,320,1,1,2019-10-05,1745,A,71,6.0NRT,297.7,10.5,D
9.861,-66.383,313,1.1,1.1,2019-10-05,1745,A,61,6.0NRT,297.8,7.4,D
9.944,-67.177,316.5,1.2,1.1,2019-10-05,1745,A,40,6.0NRT,298.2,10.7,D
10.039,-67.494,320.9,1.3,1.1,2019-10-05,1745,A,50,6.0NRT,300,13.3,D
9.915,-68.303,317.6,1.4,1.2,2019-10-05,1745,A,37,6.0NRT,297.6,12,D
10.298,-65.996,316.5,1.1,1,2019-10-05,1745,A,42,6.0NRT,299.1,7.6,D
10.251,-67.176,320.1,1.2,1.1,2019-10-05,1745,A,74,6.0NRT,301.9,16.1,D
10.586,-66.237,311.1,1.1,1,2019-10-05,1745,A,62,6.0NRT,296.2,5.5,D
11.137,-69.322,322.6,1.6,1.2,2019-10-05,1745,A,73,6.0NRT,299.9,21.9,D
11.258,-68.727,322.1,1.5,1.2,2019-10-05,1745,A,73,6.0NRT,299.5,20.4,D
18.441,-68.494,318.8,1.1,1.1,2019-10-05,1745,A,70,6.0NRT,294.2,13.9,D
18.811,-69.786,316.9,1.3,1.1,2019-10-05,1745,A,71,6.0NRT,299.4,10.5,D
18.925,-70.35,324.8,1.4,1.2,2019-10-05,1745,A,80,6.0NRT,299.5,23.7,D
18.923,-70.363,319.3,1.4,1.2,2019-10-05,1745,A,66,6.0NRT,298.5,13.9,D
18.921,-70.356,324,1.4,1.2,2019-10-05,1745,A,76,6.0NRT,299.1,21.5,D
19.551,-70.348,321.9,1.4,1.2,2019-10-05,1750,A,77,6.0NRT,294.7,22.1,D
14.98,-89.641,319.3,1,1,2019-10-05,1925,A,38,6.0NRT,299.5,7.6,D
15.657,-92.141,314.6,1.1,1,2019-10-05,1925,A,44,6.0NRT,298.2,7.6,D
17.358,-89.135,313.1,1.1,1,2019-10-05,1925,A,57,6.0NRT,291.6,6.4,D
17.824,-88.752,319.4,1.1,1.1,2019-10-05,1925,A,61,6.0NRT,300.7,8.7,D
18.248,-91.962,313.5,1,1,2019-10-05,1925,A,59,6.0NRT,296.1,8.3,D
17.777,-95.591,314.1,1.6,1.2,2019-10-05,1925,A,69,6.0NRT,294.3,12.7,D
17.79,-96.258,316.1,1.8,1.3,2019-10-05,1925,A,72,6.0NRT,295.8,20.6,D
18.463,-92.494,354,1.1,1,2019-10-05,1925,A,97,6.0NRT,291.3,71.3,D
18.472,-92.495,316.3,1.1,1,2019-10-05,1925,A,71,6.0NRT,290.2,9.5,D
18.47,-92.505,325.8,1.1,1,2019-10-05,1925,A,81,6.0NRT,294.1,19.5,D
18.362,-95.543,313.8,1.5,1.2,2019-10-05,1925,A,63,6.0NRT,295.2,9.6,D
18.529,-101.308,311.7,4.1,1.9,2019-10-05,1925,A,41,6.0NRT,293.2,38.7,D
18.546,-101.311,311.3,4.1,1.9,2019-10-05,1925,A,46,6.0NRT,293,39.8,D
20.509,-97.472,327.9,1.9,1.4,2019-10-05,1925,A,78,6.0NRT,296.9,49.9,D
20.506,-97.49,326.2,1.9,1.4,2019-10-05,1925,A,70,6.0NRT,295.1,44.8,D
21.29,-98.178,322,2.1,1.4,2019-10-05,1925,A,75,6.0NRT,298.8,29.6,D
21.291,-98.185,320.8,2.1,1.4,2019-10-05,1925,A,75,6.0NRT,298.8,27.3,D
23.541,-98.247,313.4,1.9,1.3,2019-10-05,1930,A,60,6.0NRT,296.2,14.9,D
25.288,-99.661,317.7,2.2,1.4,2019-10-05,1930,A,63,6.0NRT,298.3,23.4,D
25.284,-99.682,321.9,2.2,1.4,2019-10-05,1930,A,72,6.0NRT,299,37,D
28.98,-95.315,339.7,1.1,1,2019-10-05,1930,A,89,6.0NRT,299.5,39,D
28.99,-95.317,325.1,1.1,1,2019-10-05,1930,A,75,6.0NRT,298.3,17,D
29.879,-91.039,320.3,1.2,1.1,2019-10-05,1930,A,53,6.0NRT,299.8,13,D
29.877,-91.051,343.2,1.2,1.1,2019-10-05,1930,A,91,6.0NRT,301.3,51.9,D
29.866,-91.602,331.8,1.1,1,2019-10-05,1930,A,84,6.0NRT,297.8,27.7,D
29.865,-91.614,315.3,1.1,1,2019-10-05,1930,A,27,6.0NRT,296.7,7.2,D
29.705,-93.933,317.5,1,1,2019-10-05,1930,A,66,6.0NRT,299.8,7.8,D
30.026,-91.79,326.2,1.1,1,2019-10-05,1930,A,78,6.0NRT,302.4,15.2,D
30.163,-91.044,321.2,1.2,1.1,2019-10-05,1930,A,71,6.0NRT,298.9,13.1,D
30.154,-91.2,320.6,1.1,1.1,2019-10-05,1930,A,61,6.0NRT,296.7,14,D
29.784,-94.893,318.7,1,1,2019-10-05,1930,A,42,6.0NRT,302.2,7.9,D
30.388,-91.263,361.7,1.1,1.1,2019-10-05,1930,A,100,6.0NRT,303.3,96.1,D
30.386,-91.274,356.7,1.1,1.1,2019-10-05,1930,A,98,6.0NRT,301.8,81,D
30.389,-91.281,325.7,1.1,1.1,2019-10-05,1930,A,57,6.0NRT,300.8,18.1,D
30.164,-95.013,314.5,1,1,2019-10-05,1930,A,49,6.0NRT,300.2,5.5,D
31.002,-89.955,326.1,1.4,1.2,2019-10-05,1930,A,65,6.0NRT,296.7,24.7,D
30.999,-89.962,325.8,1.4,1.2,2019-10-05,1930,A,72,6.0NRT,297.4,24.6,D
29.858,-98.083,324.9,1.4,1.2,2019-10-05,1930,A,73,6.0NRT,303.9,18.7,D
30.943,-92.989,328.8,1,1,2019-10-05,1930,A,81,6.0NRT,300.8,20.3,D
30.952,-92.991,315.1,1,1,2019-10-05,1930,A,55,6.0NRT,299.4,6.1,D
31.293,-92.137,318,1.1,1,2019-10-05,1930,A,58,6.0NRT,301.6,8.1,D
31.131,-93.762,339.1,1,1,2019-10-05,1930,A,89,6.0NRT,298.7,35.8,D
31.13,-93.773,354.5,1,1,2019-10-05,1930,A,97,6.0NRT,299.4,66.4,D
31.14,-93.764,327.7,1,1,2019-10-05,1930,A,80,6.0NRT,298.3,20.1,D
31.139,-93.774,316,1,1,2019-10-05,1930,A,64,6.0NRT,298.9,8.2,D
31.351,-93.237,312.3,1,1,2019-10-05,1930,A,28,6.0NRT,293.9,4.9,D
30.569,-99.402,341.1,1.6,1.3,2019-10-05,1930,A,88,6.0NRT,306.7,67.2,D
30.566,-99.419,326.8,1.6,1.3,2019-10-05,1930,A,72,6.0NRT,304.5,26,D
31.259,-99.432,337.2,1.6,1.2,2019-10-05,1930,A,85,6.0NRT,306.3,51.9,D
31.256,-99.448,325.6,1.6,1.2,2019-10-05,1930,A,63,6.0NRT,304.5,21.9,D
31.26,-99.439,346.4,1.6,1.2,2019-10-05,1930,A,92,6.0NRT,307,82.5,D
31.271,-99.442,346.4,1.6,1.2,2019-10-05,1930,A,92,6.0NRT,308.2,80.4,D
32.218,-94.602,319.5,1,1,2019-10-05,1930,A,0,6.0NRT,303.4,9.3,D
32.216,-94.613,327.9,1,1,2019-10-05,1930,A,75,6.0NRT,303.4,18.5,D
33.439,-86.454,316.5,2.4,1.5,2019-10-05,1930,A,65,6.0NRT,297,24.6,D
33.432,-86.458,318.8,2.4,1.5,2019-10-05,1930,A,69,6.0NRT,297.4,33.7,D
32.605,-94.349,312.5,1,1,2019-10-05,1930,A,42,6.0NRT,298.5,4.7,D
32.861,-94.431,353.8,1,1,2019-10-05,1930,A,97,6.0NRT,299.7,64.9,D
32.87,-94.433,343,1,1,2019-10-05,1930,A,91,6.0NRT,299.9,42.4,D
33.398,-93.747,321.4,1,1,2019-10-05,1930,A,49,6.0NRT,301.8,7.8,D
33.396,-93.758,329,1,1,2019-10-05,1930,A,81,6.0NRT,302.3,15.8,D
33.404,-93.771,335.6,1,1,2019-10-05,1930,A,86,6.0NRT,300.7,24.7,D
33.402,-93.782,354,1,1,2019-10-05,1930,A,97,6.0NRT,304.8,61,D
33.413,-93.772,326.9,1,1,2019-10-05,1930,A,57,6.0NRT,301.5,13.5,D
33.411,-93.783,333.9,1,1,2019-10-05,1930,A,85,6.0NRT,302.9,24,D
7.889,-72.57,301.3,1,1,2019-10-06,0310,T,40,6.0NRT,286.8,3.5,N
9.384,-64.54,309.5,2.6,1.6,2019-10-06,0310,T,77,6.0NRT,287.4,34.2,N
9.389,-64.547,310.6,2.6,1.6,2019-10-06,0310,T,80,6.0NRT,287,37.2,N
9.643,-63.561,331.2,3.1,1.7,2019-10-06,0310,T,100,6.0NRT,289,154.8,N
9.629,-63.675,306.3,3.1,1.7,2019-10-06,0310,T,67,6.0NRT,286.3,30.7,N
9.626,-63.703,322.3,3.1,1.7,2019-10-06,0310,T,100,6.0NRT,286.1,99.5,N
9.622,-63.73,306.6,3,1.7,2019-10-06,0310,T,69,6.0NRT,287.3,32.7,N
9.658,-63.563,317.2,3.1,1.7,2019-10-06,0310,T,95,6.0NRT,289,73.2,N
9.651,-63.62,334.5,3.1,1.7,2019-10-06,0310,T,100,6.0NRT,286.2,175.6,N
9.647,-63.648,313.6,3.1,1.7,2019-10-06,0310,T,87,6.0NRT,285.2,56.1,N
9.683,-63.479,308.8,3.2,1.7,2019-10-06,0310,T,59,6.0NRT,285.1,41.2,N
9.681,-63.484,307.8,3.2,1.7,2019-10-06,0310,T,39,6.0NRT,284.9,36.9,N
9.745,-63.462,301.7,3.2,1.7,2019-10-06,0310,T,32,6.0NRT,288.4,21.3,N
11.737,-70.189,309,1.1,1.1,2019-10-06,0310,T,64,6.0NRT,297,6.3,N
18.929,-70.354,313.5,1.3,1.1,2019-10-06,0310,T,87,6.0NRT,285.1,19.3,N
17.837,-93.115,316.8,1.8,1.3,2019-10-06,0450,T,94,6.0NRT,289.1,31.3,N
17.835,-93.132,303.8,1.8,1.3,2019-10-06,0450,T,57,6.0NRT,288.5,9.6,N
17.849,-93.117,332.4,1.8,1.3,2019-10-06,0450,T,100,6.0NRT,289.1,70.4,N
17.847,-93.133,313.3,1.8,1.3,2019-10-06,0450,T,87,6.0NRT,288.8,23.9,N
17.889,-93.172,307.5,1.8,1.3,2019-10-06,0450,T,72,6.0NRT,288.7,13.6,N
17.887,-93.189,315.1,1.7,1.3,2019-10-06,0450,T,90,6.0NRT,288.5,26.3,N
17.901,-93.174,309.8,1.8,1.3,2019-10-06,0450,T,78,6.0NRT,289.1,16.7,N
17.899,-93.19,323.2,1.7,1.3,2019-10-06,0450,T,100,6.0NRT,289.1,43.1,N
17.897,-93.18,329.1,1.8,1.3,2019-10-06,0450,T,100,6.0NRT,289.3,58.8,N
17.895,-93.196,316.9,1.7,1.3,2019-10-06,0450,T,94,6.0NRT,288.9,29.4,N
17.909,-93.181,302.2,1.8,1.3,2019-10-06,0450,T,48,6.0NRT,288.9,7.5,N
18.068,-93.106,302.9,1.8,1.3,2019-10-06,0450,T,52,6.0NRT,289.3,8.6,N
18.48,-92.48,329.2,2,1.4,2019-10-06,0450,T,100,6.0NRT,286.3,75,N
18.478,-92.499,302.7,2,1.4,2019-10-06,0450,T,51,6.0NRT,286.5,9.8,N
19.294,-92.168,309.7,2.2,1.4,2019-10-06,0450,T,67,6.0NRT,290.7,18.7,N
19.293,-92.175,309.6,2.2,1.4,2019-10-06,0450,T,67,6.0NRT,290.9,20,N
19.439,-92.029,308.7,2.2,1.5,2019-10-06,0450,T,41,6.0NRT,288.3,22.3,N
19.434,-92.071,308.4,2.2,1.4,2019-10-06,0450,T,52,6.0NRT,289.3,18.3,N
19.432,-92.092,308.6,2.2,1.4,2019-10-06,0450,T,62,6.0NRT,290.6,18.5,N
20.513,-97.476,338,1.1,1,2019-10-06,0450,T,100,6.0NRT,286.7,43.4,N
20.512,-97.486,318.2,1.1,1,2019-10-06,0450,T,96,6.0NRT,285.6,16.9,N
22.269,-97.806,309.2,1.1,1,2019-10-06,0450,T,77,6.0NRT,295.8,6.7,N
25.718,-100.297,309.7,1,1,2019-10-06,0455,T,78,6.0NRT,296.4,6.2,N
27.197,-90.02,307,3.9,1.8,2019-10-06,0455,T,39,6.0NRT,289.5,49.6,N
27.203,-90.027,306.2,3.9,1.8,2019-10-06,0455,T,11,6.0NRT,288.6,43.4,N
26.883,-101.409,309.2,1,1,2019-10-06,0455,T,76,6.0NRT,295.7,6.5,N
26.882,-101.419,312.7,1,1,2019-10-06,0455,T,85,6.0NRT,296,8.8,N
26.886,-101.451,319.9,1,1,2019-10-06,0455,T,99,6.0NRT,296.4,14.9,N
26.885,-101.461,310.9,1,1,2019-10-06,0455,T,81,6.0NRT,296.1,7.4,N
28.983,-95.313,319.8,1.8,1.3,2019-10-06,0455,T,99,6.0NRT,295.1,35.8,N
28.995,-95.315,315.1,1.8,1.3,2019-10-06,0455,T,90,6.0NRT,294.3,26.4,N
31.941,-103.552,306.4,1.1,1,2019-10-06,0455,T,68,6.0NRT,292.4,8.4,N
32.999,-110.774,318.2,2.5,1.5,2019-10-06,0455,T,96,6.0NRT,292.7,62,N
33.006,-110.782,311.7,2.5,1.5,2019-10-06,0455,T,83,6.0NRT,292.5,40.5,N
18.932,-70.345,303.4,2.3,1.5,2019-10-06,0600,A,55,6.0NRT,283.1,20.4,N
11.744,-70.206,326.7,1.7,1.3,2019-10-06,0600,A,100,6.0NRT,295.4,48.1,N
11.742,-70.19,342.7,1.7,1.3,2019-10-06,0600,A,100,6.0NRT,295.8,100.4,N
11.744,-70.181,313.7,1.7,1.3,2019-10-06,0600,A,83,6.0NRT,294.8,20.9,N
9.976,-63.18,322.5,1.1,1.1,2019-10-06,0600,A,100,6.0NRT,286.2,25,N
9.974,-63.17,300.9,1.2,1.1,2019-10-06,0600,A,34,6.0NRT,285.1,4.8,N
10.065,-64.868,304.7,1,1,2019-10-06,0600,A,20,6.0NRT,285.3,4.9,N
10.056,-64.869,306.7,1,1,2019-10-06,0600,A,65,6.0NRT,285.4,6.6,N
9.744,-63.475,307.2,1.1,1.1,2019-10-06,0600,A,64,6.0NRT,290.4,7.6,N
9.742,-63.464,313.1,1.1,1.1,2019-10-06,0600,A,86,6.0NRT,290.2,12.6,N
9.734,-63.476,312.3,1.1,1.1,2019-10-06,0600,A,85,6.0NRT,289.6,12,N
9.733,-63.466,308,1.1,1.1,2019-10-06,0600,A,73,6.0NRT,289.4,8.5,N
9.703,-63.522,304.3,1.1,1.1,2019-10-06,0600,A,59,6.0NRT,291.5,6,N
9.682,-63.481,301,1.1,1.1,2019-10-06,0600,A,26,6.0NRT,289.9,3.9,N
9.681,-63.47,332.9,1.1,1.1,2019-10-06,0600,A,100,6.0NRT,290,38.3,N
9.66,-63.525,309.2,1.1,1.1,2019-10-06,0600,A,59,6.0NRT,291.5,8.8,N
9.657,-63.567,330.7,1.1,1.1,2019-10-06,0600,A,100,6.0NRT,291.2,33.9,N
9.655,-63.557,332.5,1.1,1.1,2019-10-06,0600,A,100,6.0NRT,292.2,35.8,N
9.652,-63.537,309.4,1.1,1.1,2019-10-06,0600,A,51,6.0NRT,289.9,8.6,N
9.651,-63.527,313,1.1,1.1,2019-10-06,0600,A,86,6.0NRT,291.4,12.1,N
9.657,-63.628,350.6,1.1,1,2019-10-06,0600,A,100,6.0NRT,282,74,N
9.655,-63.618,346.1,1.1,1,2019-10-06,0600,A,100,6.0NRT,278.4,63.7,N
